sample_index,actual_label,predicted_label,predicted_class_probability,p_benign,p_malicious,predicted_severity,actual_severity,asset_target,asset_value,risk_score,actual_is_malicious,actual_is_high_severity,fifo_order
2053945,COMMANDINJECTION,COMMANDINJECTION,0.9997162520885468,7.944787648739293e-05,0.9999205521235126,10,10,web_server,10,19.998411042470252,True,True,142674
7219340,COMMANDINJECTION,COMMANDINJECTION,0.9993248879909515,0.00021678110351786017,0.9997832188964821,10,10,web_server,10,19.995664377929643,True,True,3058816
20911775,COMMANDINJECTION,COMMANDINJECTION,0.9993248879909515,0.00021678110351786017,0.9997832188964821,10,10,web_server,10,19.995664377929643,True,True,2827911
12577723,COMMANDINJECTION,COMMANDINJECTION,0.9992202818393707,0.0002503031864762306,0.9997496968135238,10,10,web_server,10,19.994993936270475,True,True,4057962
9410664,COMMANDINJECTION,COMMANDINJECTION,0.999220460653305,0.000250303273787722,0.9997496967262123,10,10,web_server,10,19.994993934524246,True,True,3018721
12336440,COMMANDINJECTION,COMMANDINJECTION,0.9991844594478607,0.00028899931930936873,0.9997110006806906,10,10,web_server,10,19.994220013613813,True,True,2700372
9378892,COMMANDINJECTION,COMMANDINJECTION,0.9991844594478607,0.00028899931930936873,0.9997110006806906,10,10,web_server,10,19.994220013613813,True,True,362364
10923380,COMMANDINJECTION,COMMANDINJECTION,0.9991844594478607,0.00028899931930936873,0.9997110006806906,10,10,web_server,10,19.994220013613813,True,True,1048733
9751857,COMMANDINJECTION,COMMANDINJECTION,0.9991848170757294,0.0002889995230361819,0.9997110004769638,10,10,web_server,10,19.994220009539276,True,True,4018912
6174842,COMMANDINJECTION,COMMANDINJECTION,0.9941850554943085,0.0002889996685553342,0.9997110003314447,10,10,web_server,10,19.994220006628893,True,True,3607324
12358295,COMMANDINJECTION,COMMANDINJECTION,0.9941865754127502,0.0002890005416702479,0.9997109994583298,10,10,web_server,10,19.994219989166595,True,True,2037348
1464894,COMMANDINJECTION,COMMANDINJECTION,0.9991191625595093,0.00035399512853473425,0.9996460048714653,10,10,web_server,10,19.992920097429305,True,True,1943851
17792842,COMMANDINJECTION,COMMANDINJECTION,0.9991191625595093,0.00035399512853473425,0.9996460048714653,10,10,web_server,10,19.992920097429305,True,True,1468449
20969557,COMMANDINJECTION,COMMANDINJECTION,0.9991195201873779,0.0003539953613653779,0.9996460046386346,10,10,web_server,10,19.992920092772692,True,True,1674098
14364632,COMMANDINJECTION,COMMANDINJECTION,0.9991195201873779,0.0003539953613653779,0.9996460046386346,10,10,web_server,10,19.992920092772692,True,True,3295374
7727422,COMMANDINJECTION,COMMANDINJECTION,0.9993565082550049,0.00043646557605825365,0.9995635344239417,10,10,web_server,10,19.991270688478835,True,True,2142538
13005056,COMMANDINJECTION,COMMANDINJECTION,0.9766664958000183,0.0004509835853241384,0.9995490164146759,10,10,web_server,10,19.990980328293517,True,True,1812227
9254435,COMMANDINJECTION,COMMANDINJECTION,0.9993462264537811,0.0004565488488879055,0.9995434511511121,10,10,web_server,10,19.990869023022242,True,True,3004549
2259478,COMMANDINJECTION,COMMANDINJECTION,0.9993466436862946,0.0004565492272377014,0.9995434507727623,10,10,web_server,10,19.990869015455246,True,True,91546
2496059,COMMANDINJECTION,COMMANDINJECTION,0.9991745352745056,0.00045787039562128484,0.9995421296043787,10,10,web_server,10,19.990842592087574,True,True,3277303
18616067,COMMANDINJECTION,COMMANDINJECTION,0.9841757273674011,0.00045787147246301174,0.999542128527537,10,10,web_server,10,19.99084257055074,True,True,3676857
7438511,COMMANDINJECTION,COMMANDINJECTION,0.9991759657859802,0.0004578717052936554,0.9995421282947063,10,10,web_server,10,19.990842565894127,True,True,2630276
17580234,COMMANDINJECTION,COMMANDINJECTION,0.9990971406332397,0.00047210648715528966,0.9995278935128447,10,10,web_server,10,19.990557870256893,True,True,1687747
16699495,COMMANDINJECTION,COMMANDINJECTION,0.9990971406332397,0.00047210648715528966,0.9995278935128447,10,10,web_server,10,19.990557870256893,True,True,2706579
19331093,COMMANDINJECTION,COMMANDINJECTION,0.9990971406332397,0.00047210648715528966,0.9995278935128447,10,10,web_server,10,19.990557870256893,True,True,3603579
12314843,COMMANDINJECTION,COMMANDINJECTION,0.9740980347029113,0.00047210730206254244,0.9995278926979374,10,10,web_server,10,19.990557853958748,True,True,3142314
17056166,COMMANDINJECTION,COMMANDINJECTION,0.9993297457695007,0.0004875699814874679,0.9995124300185125,10,10,web_server,10,19.99024860037025,True,True,2868447
14733808,COMMANDINJECTION,COMMANDINJECTION,0.998142421245575,0.0004879864281974733,0.9995120135718025,10,10,web_server,10,19.99024027143605,True,True,4054046
2197457,COMMANDINJECTION,COMMANDINJECTION,0.998142421245575,0.0004879864281974733,0.9995120135718025,10,10,web_server,10,19.99024027143605,True,True,3594114
7308418,COMMANDINJECTION,COMMANDINJECTION,0.998142421245575,0.0004879864281974733,0.9995120135718025,10,10,web_server,10,19.99024027143605,True,True,142675
7927608,COMMANDINJECTION,COMMANDINJECTION,0.998142421245575,0.0004879864281974733,0.9995120135718025,10,10,web_server,10,19.99024027143605,True,True,1363888
7750267,COMMANDINJECTION,COMMANDINJECTION,0.9981424808502197,0.0004879864864051342,0.9995120135135949,10,10,web_server,10,19.990240270271897,True,True,1645864
